,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
1817,66,Templekit Street,Maureen,Nelson,87,Head,Widowed,Female,"Retired Programme researcher, broadcasting/film/video",None,Christian
1818,67,Templekit Street,Catherine,O'Donnell,81,Head,Divorced,Female,Retired Barrister,None,Christian
1819,68,Templekit Street,Ian,Brown,79,Head,Divorced,Male,Retired Mining engineer,None,None
1820,69,Templekit Street,Catherine,Clayton,56,Head,Single,Female,Production engineer,None,Methodist
1821,69,Templekit Street,Brian,Curtis,52,Partner,Single,Male,"Presenter, broadcasting",None,Methodist
1822,70,Templekit Street,Teresa,Richardson,63,Head,Married,Female,"Optician, dispensing",None,Christian
1823,70,Templekit Street,Kyle,Richardson,71,Husband,Married,Male,Retired Travel agency manager,None,None
1824,70,Templekit Street,Pauline,Richardson,32,Daughter,Single,Female,Tour manager,None,None
1825,71,Templekit Street,Heather,Cole,69,Head,Widowed,Female,Retired Financial planner,None,Methodist
1826,72,Templekit Street,Patrick,Matthews,32,Head,Single,Male,Commercial/residential surveyor,None,None
1827,73,Templekit Street,Gillian,Lewis,72,Head,Divorced,Female,Retired Industrial buyer,None,Sikh
1828,74,Templekit Street,Alexandra,Hall,25,Head,Divorced,F,Psychiatric nurse,None,None
1829,75,Templekit Street,Roy,Ross,36,Head,Single,Male,Human resources officer,None,None
1830,76,Templekit Street,Eleanor,Porter,74,Head,Divorced,Female,Retired Equality and diversity officer,None,Christian
1831,77,Templekit Street,Pauline,Flynn,36,Head,Divorced,Female,Unemployed,None,Catholic
1832,77,Templekit Street,Holly,Flynn,4,Daughter,NA,Female,Child,None,NA
1833,77,Templekit Street,Olivia,Flynn,1,Daughter,NA,Female,Child,None,NA
1834,78,Templekit Street,Bryan,Birch,76,Head,Widowed,Male,Retired Purchasing manager,None,None
1835,79,Templekit Street,Amber,Davis,79,Head,Widowed,Female,Retired Editorial assistant,None,Catholic
1836,80,Templekit Street,Rachel,Bryan,78,Head,Widowed,Female,Retired Customer service manager,None,Christian
1837,81,Templekit Street,William,Scott,20,Head,Single,Male,University Student,None,None
1838,82,Templekit Street,Glen,Jackson,76,Head,Married,Male,Retired Chief Technology Officer,None,Methodist
1839,82,Templekit Street,Sylvia,Jackson,73,Wife,Married,Female,Retired Minerals surveyor,Mental Disability,None
1840,83,Templekit Street,Emily,Chapman,68,Head,Married,Female,Retired Restaurant manager,None,Christian
1841,83,Templekit Street,Donald,Chapman,70,Husband,Married,Male,Retired Soil scientist,None,Christian
1842,84,Templekit Street,Harriet,Wood,85,Head,Married,Female,Retired Stage manager,None,Christian
1843,84,Templekit Street,Conor,Wood,87,Husband,Married,Male,"Retired Scientist, audiological",None,Christian
1844,85,Templekit Street,Jeremy,Reynolds,40,Head,Divorced,Male,"Engineer, land",None,Christian
1845,86,Templekit Street,Peter,Cox,82,Head,Married,Male,"Retired Surveyor, building control",None,None
1846,86,Templekit Street,Gemma,Cox,80,Wife,Married,Female,"Retired Editor, film/video",None,None
1847,87,Templekit Street,Declan,Smith,71,Head,Widowed,Male,Retired Advertising art director,None,Christian
1848,88,Templekit Street,Albert,Ali,52,Head,Single,Male,"Scientist, marine",None,Christian
1849,89,Templekit Street,Anna,Sharpe,25,Head,Single,Female,"Optician, dispensing",None,None
1850,89,Templekit Street,Martin,Patel,30,Partner,Single,Male,Chartered accountant,None,None
1851,90,Templekit Street,Carolyn,Lamb,79,Head,Married,Female,Retired Medical technical officer,None,Catholic
1852,90,Templekit Street,Barry,Lamb,87,Husband,Married,Male,"Retired Surveyor, mining",None,Catholic
1853,91,Templekit Street,Emma,Cooke,72,Head,Married,Female,Retired Operational investment banker,None,None
1854,91,Templekit Street,Iain,Cooke,76,Husband,Married,Male,"Retired Surveyor, minerals",None,None
1855,92,Templekit Street,Abigail,Pearson,31,Head,Single,Female,Technical author,None,None
1856,92,Templekit Street,Alan,Pearson,4,Son,NA,Male,Child,None,NA
1857,92,Templekit Street,Lauren,Patel,38,Lodger,Single,Female,"Scientist, water quality",None,Christian
1858,93,Templekit Street,George,Murphy,32,Head,Married,Male,"Engineer, communications",None,None
1859,93,Templekit Street,Karen,Murphy,33,Wife,Married,Female,"Investment banker, operational",None,None
1860,94,Templekit Street,Joanne,Jones,23,Head,Single,Female,IT sales professional,None,None
1861,95,Templekit Street,Natalie,Sharp,88,Head,Divorced,Female,Unemployed,None,Christian
1862,96,Templekit Street,Daniel,Stanley,20,Head,Divorced,Male,University Student,None,None
1863,97,Templekit Street,Iain,Pope,24,Head,Single,Male,Radiation protection practitioner,None,Christian
1864,97,Templekit Street,Barry,Davies,61,None,Single,Male,Metallurgist,None,Christian
1865,98,Templekit Street,Hilary,Savage,63,Head,Married,Female,"Administrator, Civil Service",None,Christian
1866,98,Templekit Street,Denis,Savage,66,Husband,Married,Male,Press sub,None,Christian
1867,99,Templekit Street,Olivia,Ball,22,Head,Single,Female,University Student,None,Muslim
1868,99,Templekit Street,Eric,Bradshaw,22,Partner,Single,Male,University Student,None,Muslim
1869,99,Templekit Street,Glen,Ball,5,Son,NA,M,Student,None,NA
1870,100,Templekit Street,Frances,Kent,67,Head,Single,Female,Unemployed,None,None
1871,101,Templekit Street,Roy,Akhtar,31,Head,Single,Male,Logistics and distribution manager,None,Catholic
1872,102,Templekit Street,Jane,Smith,55,Head,Single,Female,Health physicist,None,Christian
1873,103,Templekit Street,Amber,Stokes,43,Head,Divorced,Female,Animator,None,Christian
1874,104,Templekit Street,Karen,Hill,46,Head,S,Female,Unemployed,None,None
1875,105,Templekit Street,Alexandra,Fletcher,57,Head,Single,Female,"Social research officer, government",None,None
1876,106,Templekit Street,Graeme,Moore,69,Head,Widowed,Male,Retired Market researcher,None,Catholic
1877,107,Templekit Street,Eleanor,Norris,45,Head,Single,Female,Unemployed,None,None
1878,107,Templekit Street,Brian,Norris,10,Son,NA,Male,Student,None,NA
1879,108,Templekit Street,Graeme,Frost,41,Head,Divorced,Male,"Civil engineer, consulting",None,Catholic
1880,109,Templekit Street,Sarah,Woodward,34,Head,Divorced,Female,Curator,None,Christian
1881,109,Templekit Street,Denis,Woodward,0,Son,NA,Male,Child,None,NA
1882,110,Templekit Street,Leonard,Smith,34,Head,Single,Male,Contracting civil engineer,None,Catholic
1883,111,Templekit Street,William,O'Connor,68,Head,Married,Male,Retired Chiropodist,None,None
1884,111,Templekit Street,Jemma,O'Connor,66,Wife,Married,Female,Occupational hygienist,None,None
1885,112,Templekit Street,Kimberley,Jones,43,Head,Divorced,Female,Unemployed,None,Catholic
1886,112,Templekit Street,Nigel,Gibson,10,Son,NA,Male,Student,None,NA
1887,112,Templekit Street,Sian,Gibson,6,Daughter,NA,Female,Student,None,NA
1888,112,Templekit Street,Glen,Gibson,3,Son,NA,Male,Child,None,NA
1889,113,Templekit Street,Leanne,Griffiths,75,Head,Widowed,Female,Retired Historic buildings inspector/conservation officer,None,Christian
1890,114,Templekit Street,Bruce,Graham,83,Head,Widowed,Male,"Retired Runner, broadcasting/film/video",None,None
1891,115,Templekit Street,Lawrence,Hill,45,Head,Single,Male,Immigration officer,None,Christian
1892,115,Templekit Street,Vincent,Hill,14,Step-Son,NA,Male,Student,None,NA
1893,116,Templekit Street,Jemma,Wood,48,Head,Single,Female,Site engineer,None,None
1894,116,Templekit Street,Joseph,Taylor,47,Partner,Single,Male,Forensic scientist,None,None
1895,116,Templekit Street,Anthony,Wood,13,Son,NA,Male,Student,None,NA
1896,117,Templekit Street,Donna,Davidson,35,Head,Single,Female,Chief Executive Officer,None,Christian
1897,117,Templekit Street,Maurice,Davidson,18,Son,Single,Male,Student,None,Christian
1898,117,Templekit Street,Max,Davidson,15,Son,NA,Male,Student,None,NA
1899,118,Templekit Street,Megan,Roberts,84,Head,Divorced,Female,Retired Risk manager,None,Christian
1900,119,Templekit Street,Christopher,Johnson,63,Head,Married,Male,"Geneticist, molecular",None,Christian
1901,119,Templekit Street,Barbara,Johnson,61,Wife,Married,f,Geoscientist,None,Christian
1902,120,Templekit Street,Abbie,Smith,67,Head,Married,Female,Unemployed,None,None
1903,120,Templekit Street,Martyn,Smith,65,Husband,Married,Male,Purchasing manager,None,None
1904,121,Templekit Street,Jemma,Humphries,40,Head,Widowed,Female,Mechanical engineer,None,Catholic
1905,122,Templekit Street,Edward,Walker,67,Head,Widowed,Male,Systems analyst,None,Christian
1906,123,Templekit Street,Carly,Wood,82,Head,Married,Female,Unemployed,None,Catholic
1907,123,Templekit Street,David,Wood,87,Husband,Married,Male,Unemployed,None,Catholic
1908,124,Templekit Street,Graeme,Phillips,72,Head,Widowed,Male,Retired Chief Financial Officer,None,None
1909,125,Templekit Street,Marian,Robinson,60,Head,Single,Female,Environmental manager,None,None
1910,125,Templekit Street,Samuel,Graham,44,None,Single,Male,Community arts worker,None,Catholic
1911,125,Templekit Street,Liam,Robertson,37,None,Divorced,Male,Unemployed,None,Christian
1912,126,Templekit Street,Nigel,Houghton,27,Head,Single,Male,Educational psychologist,None,Methodist
1913,127,Templekit Street,Molly,Rowley,45,Head,Single,Female,Unemployed,None,None
1914,127,Templekit Street,Malcolm,Rowley,12,Son,NA,Male,Student,None,NA
1915,128,Templekit Street,Joshua,Smith,72,Head,Widowed,Male,Retired Financial manager,None,Christian
1916,129,Templekit Street,Laura,Vincent,48,Head,Single,Female,Estate agent,None,Catholic
1917,130,Templekit Street,Marie,White,40,Head,Single,Female,Sports coach,None,Catholic
1918,130,Templekit Street,Harry,Reid,45,Partner,Single,Male,Mental health nurse,None,Catholic
1919,130,Templekit Street,Anna,White,7,Daughter,NA,Female,Student,None,NA
1920,131,Templekit Street,Lynne,Brown,46,Head,Single,Female,Radiation protection practitioner,None,None
1921,132,Templekit Street,Katie,Smith,75,Head,Widowed,Female,"Retired Embryologist, clinical",None,Catholic
1922,133,Templekit Street,Lewis,Brown,39,Head,Married,Male,Information officer,None,None
1923,133,Templekit Street,Beth,Brown,37,Wife,Married,Female,Magazine features editor,None,None
1924,134,Templekit Street,Marian,Richards,53,Head,Single,Female,"Programmer, multimedia",None,None
1925,135,Templekit Street,Craig,Evans,70,Head,Divorced,Male,Retired Computer games developer,None,None
1926,136,Templekit Street,Jack,Lewis,46,Head,Divorced,Male,"Restaurant manager, fast food",None,Muslim
1927,137,Templekit Street,Karen,Baker,71,Head,Widowed,Female,Retired Materials engineer,None,Christian
1928,138,Templekit Street,Paul,Davis,61,Head,Single,Male,"Engineer, petroleum",None,Catholic
1929,139,Templekit Street,Jacqueline,Edwards,26,Head,Single,Female,Seismic interpreter,None,Christian
1930,140,Templekit Street,Michelle,French,86,Head,Single,Female,Unemployed,None,None
1931,141,Templekit Street,Lindsey,Sutton,53,Head,Single,Female,Adult guidance worker,None,None
1932,142,Templekit Street,Charles,Jones,69,Head,Widowed,Male,Retired Academic librarian,None,Christian
1933,143,Templekit Street,Tom,Dean,29,Head,Single,Male,Unemployed,None,None
1934,144,Templekit Street,Marilyn,Johnson,56,Head,Single,Female,Unemployed,None,Christian
1935,145,Templekit Street,Irene,Roberts,77,Head,Widowed,Female,Retired Dispensing optician,None,Methodist
1936,146,Templekit Street,Mark,Wright,62,Head,Single,Male,Exhibition designer,None,Christian
1937,147,Templekit Street,Teresa,McCarthy,45,Head,Single,Female,Civil Service administrator,None,Christian
1938,147,Templekit Street,Albert,McCarthy,19,Son,Single,Male,"Conservation officer, historic buildings",None,Christian
1939,147,Templekit Street,Kathleen,McCarthy,13,Daughter,NA,Female,Student,None,NA
1940,148,Templekit Street,Claire,Hodgson,43,Head,Divorced,Female,Unemployed,None,Methodist
1941,148,Templekit Street,Kyle,Hodgson,10,Son,NA,Male,Student,None,NA
1942,149,Templekit Street,Anthony,Chapman,19,Head,Single,Male,University Student,None,Christian
1943,150,Templekit Street,Reece,Barnett,61,Head,Single,Male,"Surveyor, hydrographic",None,Christian
1944,151,Templekit Street,Daniel,Thompson,66,Head,Divorced,Male,Risk analyst,None,Methodist
1945,152,Templekit Street,Hannah,Parsons,28,Head,Single,Female,Community development worker,None,Catholic
1946,153,Templekit Street,Helen,Rhodes,56,Head,Divorced,Female,Unemployed,None,Christian
1947,153,Templekit Street,Jessica,Rhodes,12,Daughter,NA,Female,Student,None,NA
1948,154,Templekit Street,Philip,Lloyd,34,Head,Divorced,Male,Financial planner,None,Catholic
1949,155,Templekit Street,Kelly,Palmer,51,Head,Divorced,Female,Sports administrator,None,Christian
1950,155,Templekit Street,Adrian,Palmer,15,Son,NA,Male,Student,None,NA
1951,155,Templekit Street,Bethan,Palmer,12,Daughter,NA,Female,Student,None,NA
1952,156,Templekit Street,Beverley,Smith,39,Head,Single,Female,Cabin crew,None,Christian
1953,157,Templekit Street,Guy,Cooke,35,Head,Single,Male,Educational psychologist,None,Christian
1954,157,Templekit Street,Alex,Nash,37,None,Single,Male,Sports development officer,None,None
1955,157,Templekit Street,Lucy,Ingram,39,None,Single,Female,Engineering geologist,None,Christian
1956,158,Templekit Street,Wendy,Quinn,82,Head,Married,Female,"Retired Surveyor, land/geomatics",None,None
1957,158,Templekit Street,Mohammed,Quinn,81,Husband,Married,Male,"Retired Geologist, wellsite",None,None
1958,159,Templekit Street,Andrea,Wells,43,Head,Single,Female,"Psychologist, counselling",None,None
1959,160,Templekit Street,Julia,Williams,70,Head,Widowed,Female,Retired Lexicographer,None,Christian
1960,161,Templekit Street,Abbie,Ball,73,Head,Married,Female,Retired Animal technologist,None,Christian
1961,161,Templekit Street,Adam,Ball,78,Husband,Married,Male,Retired Electrical engineer,None,None
1962,162,Templekit Street,Amelia,Jones,78,Head,Widowed,Female,Retired Purchasing manager,None,Christian
1963,163,Templekit Street,Janice,Walton,26,Head,Single,Female,Unemployed,None,Sikh
1964,163,Templekit Street,Hayley,Barnett-Walton,3,Daughter,NA,Female,Child,None,NA
1965,164,Templekit Street,Jessica,Hopkins,82,Head,Widowed,Female,Retired Hospital pharmacist,None,None
1966,165,Templekit Street,Dawn,Brown,58,Head,Married,Female,Secretary/administrator,None,Christian
1967,165,Templekit Street,Aaron,Brown,64,Husband,Married,Male,"Engineer, water",None,Christian
1968,165,Templekit Street,Richard,Brown,27,Son,Divorced,Male,"Horticulturist, commercial",None,None
1969,166,Templekit Street,Lisa,Collins,54,Head,Divorced,Female,"Therapist, drama",None,Methodist
1970,167,Templekit Street,Philip,Walker,68,Head,Widowed,Male,Retired Dispensing optician,None,Christian
1971,168,Templekit Street,Jonathan,Moran,18,Head,Single,Male,Student,None,NA
1972,169,Templekit Street,Oliver,Smith,50,Head,Married,Male,"Solicitor, Scotland",None,Christian
1973,169,Templekit Street,Jodie,Smith,47,Wife,Married,Female,Records manager,None,Christian
1974,170,Templekit Street,Charlotte,Holmes,44,Head,Married,Female,Sales promotion account executive,None,None
1975,170,Templekit Street,Shane,Holmes,51,Husband,Married,Male,"Psychologist, occupational",None,None
1976,171,Templekit Street,Katie,Smith,42,Head,Single,Female,IT sales professional,None,None
1977,172,Templekit Street,Leigh,Shepherd,75,Head,Married,Male,"Retired Engineer, control and instrumentation",None,Catholic
1978,172,Templekit Street,Olivia,Shepherd,73,Wife,Married,Female,Retired Barrister's clerk,None,Catholic
1979,173,Templekit Street,Robin,Lloyd,45,Head,Married,Male,Television camera operator,None,None
1980,173,Templekit Street,Kirsty,Lloyd,45,Wife,Married,Female,Sport and exercise psychologist,None,None
1981,174,Templekit Street,Rachel,Nicholson,65,Head,Married,Female,Drilling engineer,None,Christian
1982,174,Templekit Street,Graeme,Nicholson,71,Husband,Married,Male,"Retired Chemist, analytical",None,Christian
1983,175,Templekit Street,Antony,Wade,31,Head,Divorced,Male,Unemployed,None,None
1984,176,Templekit Street,Geraldine,Morley,26,Head,Single,Female,"Civil engineer, consulting",None,None
1985,177,Templekit Street,Barry,Davies,56,Head,Single,Male,Race relations officer,None,Christian
1986,178,Templekit Street,Elaine,Simpson,40,Head,Single,Female,Teaching laboratory technician,None,Catholic
1987,178,Templekit Street,Rhys,Barton,40,Partner,Single,Male,"Engineer, chemical",None,Catholic
1988,178,Templekit Street,Bethan,Simpson,15,Daughter,NA,Female,Student,None,NA
1989,179,Templekit Street,Sheila,Smith,54,Head,Married,Female,"Administrator, charities/voluntary organisations",None,Christian
1990,179,Templekit Street,Martyn,Smith,54,Husband,Married,Male,Teaching laboratory technician,None,Christian
1991,180,Templekit Street,Donna,Lewis,46,Head,Married,Female,"Scientist, research (medical)",None,Christian
1992,180,Templekit Street,Leon,Lewis,53,Husband,Married,Male,Clinical psychologist,None,None
1993,180,Templekit Street,Alexander,Lewis,9,Son,NA,Male,Student,None,NA
1994,181,Templekit Street,Dawn,Rose,22,Head,Single,Female,University Student,None,Catholic
1995,181,Templekit Street,Maria,Williams,25,None,Single,Female,PhD Student,None,Christian
1996,181,Templekit Street,Chelsea,Foster,22,None,Single,Female,University Student,None,Christian
1997,182,Templekit Street,Maureen,McLean,74,Head,Widowed,Female,Retired Health physicist,None,Catholic
1998,183,Templekit Street,Declan,Burton-Patel,40,Head,Married,Male,"Nurse, mental health",None,Christian
1999,183,Templekit Street,Julie,Burton-Patel,40,Wife,Married,Female,Glass blower/designer,None,None
2000,184,Templekit Street,Victor,Williams,46,Head,Divorced,Male,Theatre director,None,Christian
